seed,policy,long_term_trajectory_value,high_risk_accuracy,irreversible_violation_rate,deep_path_activation_rate,low_risk_opportunity_cost
9700,simple_decay_memory,0.031249999999999906,0.6176470588235294,0.38235294117647056,0.0,0.0
9700,binary_gate_v242,0.05324999999999818,0.6305882352941177,0.36941176470588233,0.2075,0.0
9700,continuous_authority_v243,0.32924999999999854,0.7929411764705883,0.20705882352941177,0.2625,0.0
9700,always_deep,0.2823749999999946,0.7929411764705883,0.20705882352941177,1.0,0.10000000000000002
9700,oracle_cost_upper_bound,0.4972500000000056,0.8917647058823529,0.10823529411764705,0.21,0.0
9701,simple_decay_memory,0.05594999999999935,0.6253071253071253,0.3746928746928747,0.0,0.0
9701,binary_gate_v242,0.10794999999999792,0.6572481572481572,0.34275184275184273,0.20875,0.0
9701,continuous_authority_v243,0.2699499999999982,0.7567567567567568,0.24324324324324326,0.269375,0.0
9701,always_deep,0.22082499999999672,0.7567567567567568,0.24324324324324326,1.0,0.09999999999999976
9701,oracle_cost_upper_bound,0.4719500000000047,0.8808353808353808,0.11916461916461916,0.20625,0.0
9702,simple_decay_memory,0.09407499999999824,0.6495726495726496,0.3504273504273504,0.0,0.0
9702,binary_gate_v242,0.08607499999999721,0.6446886446886447,0.3553113553113553,0.215,0.0
9702,continuous_authority_v243,0.36807500000000104,0.8168498168498168,0.18315018315018314,0.270625,0.0
9702,always_deep,0.319262499999993,0.8168498168498168,0.18315018315018314,1.0,0.0999999999999998
9702,oracle_cost_upper_bound,0.5240750000000074,0.9120879120879121,0.08791208791208792,0.221875,0.0
9703,simple_decay_memory,0.08207499999999708,0.6422466422466423,0.35775335775335776,0.0,0.0
9703,binary_gate_v242,0.08807499999999802,0.645909645909646,0.3540903540903541,0.213125,0.0
9703,continuous_authority_v243,0.35007499999999986,0.8058608058608059,0.19413919413919414,0.265,0.0
9703,always_deep,0.3012624999999942,0.8058608058608059,0.19413919413919414,1.0,0.0999999999999998
9703,oracle_cost_upper_bound,0.4960750000000062,0.894993894993895,0.10500610500610501,0.219375,0.0
9704,simple_decay_memory,0.07157499999999789,0.6320400500625782,0.36795994993742176,0.0,0.0
9704,binary_gate_v242,0.11357499999999825,0.6583229036295369,0.34167709637046306,0.19625,0.0
