seed,condition,dt,mean_response,mean_credit
26400,NO_REPLENISH,1,0.013305439959322271,0.2800000000000001
26400,NO_REPLENISH,2,0.013354264695798139,0.2800000000000001
26400,NO_REPLENISH,3,0.013241298684474165,0.2800000000000001
26400,NO_REPLENISH,4,0.013235449507096592,0.2800000000000001
26400,NO_REPLENISH,5,0.013275449729701938,0.2800000000000001
26400,NO_REPLENISH,6,0.013196671173842064,0.2800000000000001
26400,NO_REPLENISH,7,0.013206122900313038,0.2800000000000001
26400,NO_REPLENISH,8,0.01318897211006932,0.2800000000000001
26400,NO_REPLENISH,9,0.013276164441686009,0.2800000000000001
26400,NO_REPLENISH,10,0.01321462734118077,0.2800000000000001
26400,NO_REPLENISH,11,0.013267943877603114,0.2800000000000001
26400,NO_REPLENISH,12,0.013292218551863974,0.2800000000000001
26400,NO_REPLENISH,13,0.01323657984951381,0.2800000000000001
26400,NO_REPLENISH,14,0.01337552365115365,0.2800000000000001
26400,NO_REPLENISH,15,0.013256756786380169,0.2800000000000001
26400,NO_REPLENISH,16,0.0132754236424794,0.2800000000000001
26400,NO_REPLENISH,17,0.013235949491304919,0.2800000000000001
26400,NO_REPLENISH,18,0.013315591227563059,0.2800000000000001
26400,NO_REPLENISH,19,0.01337338147527467,0.2800000000000001
26400,NO_REPLENISH,20,0.013157470837465731,0.2800000000000001
26400,NO_REPLENISH,21,0.013206091432421338,0.2800000000000001
26400,NO_REPLENISH,22,0.013282117375742192,0.2800000000000001
26400,NO_REPLENISH,23,0.01326962031750059,0.2800000000000001
26400,NO_REPLENISH,24,0.013280444982978238,0.2800000000000001
26400,NO_REPLENISH,25,0.013192028353895166,0.2800000000000001
26400,NO_REPLENISH,26,0.013265476747549137,0.2800000000000001
26400,NO_REPLENISH,27,0.013140057445428488,0.2800000000000001
26400,NO_REPLENISH,28,0.013270436884625722,0.2800000000000001
26400,NO_REPLENISH,29,0.013296841769353043,0.2800000000000001
26400,NO_REPLENISH,30,0.013235949140634149,0.2800000000000001
26400,NO_REPLENISH,31,0.013382772403530724,0.2800000000000001
26400,NO_REPLENISH,32,0.013218082651162597,0.2800000000000001
26400,NO_REPLENISH,33,0.01319371759899049,0.2800000000000001
26400,NO_REPLENISH,34,0.013283516109016007,0.2800000000000001
26400,NO_REPLENISH,35,0.013230689216911196,0.2800000000000001
26400,NO_REPLENISH,36,0.013363254114003595,0.2800000000000001
26400,NO_REPLENISH,37,0.013238112380535126,0.2800000000000001
26400,NO_REPLENISH,38,0.013257076037207433,0.2800000000000001
26400,NO_REPLENISH,39,0.013350963553495555,0.2800000000000001
26400,NO_REPLENISH,40,0.013279992428379253,0.2800000000000001
26400,NO_REPLENISH,41,0.013283894188726199,0.2800000000000001
26400,NO_REPLENISH,42,0.013272174516833624,0.2800000000000001
26400,NO_REPLENISH,43,0.013218079568197892,0.2800000000000001
26400,NO_REPLENISH,44,0.013217991521596459,0.2800000000000001
26400,NO_REPLENISH,45,0.01320128677563827,0.2800000000000001
26400,NO_REPLENISH,46,0.013294484092003506,0.2800000000000001
26400,NO_REPLENISH,47,0.013297687979731465,0.2800000000000001
26400,NO_REPLENISH,48,0.013208244060558039,0.2800000000000001
26400,NO_REPLENISH,49,0.013316182513539202,0.2800000000000001
26400,NO_REPLENISH,50,0.013208597462266611,0.2800000000000001
26400,NO_REPLENISH,51,0.013181286170367087,0.2800000000000001
26400,NO_REPLENISH,52,0.0132474230159485,0.2800000000000001
26400,NO_REPLENISH,53,0.013180034423988024,0.2800000000000001
26400,NO_REPLENISH,54,0.013318183878536047,0.2800000000000001
26400,NO_REPLENISH,55,0.013300144078593347,0.2800000000000001
26400,NO_REPLENISH,56,0.013192994311304834,0.2800000000000001
26400,NO_REPLENISH,57,0.013184507044793847,0.2800000000000001
26400,NO_REPLENISH,58,0.013156790553969627,0.2800000000000001
26400,NO_REPLENISH,59,0.013223572001303087,0.2800000000000001
26400,NO_REPLENISH,60,0.013257623236420248,0.2800000000000001
26400,NO_REPLENISH,61,0.013271830906673629,0.2800000000000001
26400,NO_REPLENISH,62,0.013174247502171388,0.2800000000000001
26400,NO_REPLENISH,63,0.013217495210732774,0.2800000000000001
26400,NO_REPLENISH,64,0.013238748387030527,0.2800000000000001
26400,NO_REPLENISH,65,0.013360980463934968,0.2800000000000001
26400,NO_REPLENISH,66,0.013334083168023278,0.2800000000000001
26400,NO_REPLENISH,67,0.013294173377697454,0.2800000000000001
26400,NO_REPLENISH,68,0.013293831484163993,0.2800000000000001
26400,NO_REPLENISH,69,0.013226306692255494,0.2800000000000001
26400,NO_REPLENISH,70,0.013196068686655673,0.2800000000000001
26400,NO_REPLENISH,71,0.013163889484566904,0.2800000000000001
26400,NO_REPLENISH,72,0.013152479897125854,0.2800000000000001
26400,NO_REPLENISH,73,0.013226391762285567,0.2800000000000001
26400,NO_REPLENISH,74,0.013286932292490774,0.2800000000000001
26400,NO_REPLENISH,75,0.013287808423223336,0.2800000000000001
26400,NO_REPLENISH,76,0.013218091622680011,0.2800000000000001
26400,NO_REPLENISH,77,0.013130560110732882,0.2800000000000001
26400,NO_REPLENISH,78,0.01332129914897553,0.2800000000000001
26400,NO_REPLENISH,79,0.013319154062162242,0.2800000000000001
26400,NO_REPLENISH,80,0.013244667437044886,0.2800000000000001
26400,NO_REPLENISH,81,0.01326578202687536,0.2800000000000001
26400,NO_REPLENISH,82,0.013398162935810115,0.2800000000000001
26400,NO_REPLENISH,83,0.013277358318634363,0.2800000000000001
26400,NO_REPLENISH,84,0.013293568233696595,0.2800000000000001
